date,health_board,presentations
2019-11-24,NHS Grampian,63
2019-11-24,NHS Greater Glasgow and Clyde,156
2019-11-24,NHS Highland,49
2019-11-24,NHS Lanarkshire,72
2019-11-24,NHS Lothian,116
2019-11-24,NHS Orkney,11
2019-11-24,NHS Shetland,8
2019-11-24,NHS Tayside,67
2019-11-24,NHS Western Isles,14
2019-11-25,NHS Ayrshire and Arran,85
2019-11-25,NHS Borders,32
2019-11-25,NHS Dumfries and Galloway,52
2019-11-25,NHS Fife,87
2019-11-25,NHS Forth Valley,86
2019-11-25,NHS Grampian,85
2019-11-25,NHS Greater Glasgow and Clyde,183
2019-11-25,NHS Highland,86
2019-11-25,NHS Lanarkshire,136
2019-11-25,NHS Lothian,163
2019-11-25,NHS Orkney,13
2019-11-25,NHS Shetland,10
2019-11-25,NHS Tayside,91
2019-11-25,NHS Western Isles,16
2019-11-26,NHS Ayrshire and Arran,73
2019-11-26,NHS Borders,36
2019-11-26,NHS Dumfries and Galloway,43
2019-11-26,NHS Fife,72
2019-11-26,NHS Forth Valley,52
2019-11-26,NHS Grampian,88
2019-11-26,NHS Greater Glasgow and Clyde,177
2019-11-26,NHS Highland,55
2019-11-26,NHS Lanarkshire,96
2019-11-26,NHS Lothian,129
2019-11-26,NHS Orkney,8
2019-11-26,NHS Shetland,13
2019-11-26,NHS Tayside,75
2019-11-26,NHS Western Isles,16
2019-11-27,NHS Ayrshire and Arran,69
2019-11-27,NHS Borders,19
2019-11-27,NHS Dumfries and Galloway,54
2019-11-27,NHS Fife,63
2019-11-27,NHS Forth Valley,44
2019-11-27,NHS Grampian,82
2019-11-27,NHS Greater Glasgow and Clyde,148
2019-11-27,NHS Highland,53
2019-11-27,NHS Lanarkshire,84
2019-11-27,NHS Lothian,136
2019-11-27,NHS Orkney,7
2019-11-27,NHS Shetland,8
2019-11-27,NHS Tayside,84
2019-11-27,NHS Western Isles,8
2019-11-28,NHS Ayrshire and Arran,68
2019-11-28,NHS Borders,28
2019-11-28,NHS Dumfries and Galloway,36
2019-11-28,NHS Fife,67
2019-11-28,NHS Forth Valley,51
2019-11-28,NHS Grampian,94
2019-11-28,NHS Greater Glasgow and Clyde,153
2019-11-28,NHS Highland,52
2019-11-28,NHS Lanarkshire,76
2019-11-28,NHS Lothian,138
2019-11-28,NHS Orkney,8
2019-11-28,NHS Shetland,6
2019-11-28,NHS Tayside,83
2019-11-28,NHS Western Isles,11
2019-11-29,NHS Ayrshire and Arran,59
2019-11-29,NHS Borders,26
2019-11-29,NHS Dumfries and Galloway,49
2019-11-29,NHS Fife,55
2019-11-29,NHS Forth Valley,44
2019-11-29,NHS Grampian,93
2019-11-29,NHS Greater Glasgow and Clyde,187
2019-11-29,NHS Highland,70
2019-11-29,NHS Lanarkshire,94
2019-11-29,NHS Lothian,122
2019-11-29,NHS Orkney,9
2019-11-29,NHS Shetland,12
2019-11-29,NHS Tayside,89
2019-11-29,NHS Western Isles,19
2019-11-30,NHS Ayrshire and Arran,74
2019-11-30,NHS Borders,26
2019-11-30,NHS Dumfries and Galloway,31
2019-11-30,NHS Fife,71
2019-11-30,NHS Forth Valley,54
2019-11-30,NHS Grampian,70
2019-11-30,NHS Greater Glasgow and Clyde,128
2019-11-30,NHS Highland,59
2019-11-30,NHS Lanarkshire,72
2019-11-30,NHS Lothian,102
2019-11-30,NHS Orkney,10
2019-11-30,NHS Shetland,10
2019-11-30,NHS Tayside,55
2019-11-30,NHS Western Isles,6
2019-12-01,NHS Ayrshire and Arran,45
2019-12-01,NHS Borders,21
2019-12-01,NHS Dumfries and Galloway,26
2019-12-01,NHS Fife,48
2019-12-01,NHS Forth Valley,37
2019-12-01,NHS Grampian,55
2019-12-01,NHS Greater Glasgow and Clyde,117
2019-12-01,NHS Highland,37
2019-12-01,NHS Lanarkshire,69
2019-12-01,NHS Lothian,88
2019-12-01,NHS Orkney,6
2019-12-01,NHS Shetland,7
2019-12-01,NHS Tayside,50
2019-12-01,NHS Western Isles,15
2019-12-02,NHS Ayrshire and Arran,77
2019-12-02,NHS Borders,31
2019-12-02,NHS Dumfries and Galloway,41
2019-12-02,NHS Fife,88
2019-12-02,NHS Forth Valley,62
2019-12-02,NHS Grampian,95
2019-12-02,NHS Greater Glasgow and Clyde,187
2019-12-02,NHS Highland,62
2019-12-02,NHS Lanarkshire,98
2019-12-02,NHS Lothian,132
2019-12-02,NHS Orkney,7
2019-12-02,NHS Shetland,10
2019-12-02,NHS Tayside,102
2019-12-02,NHS Western Isles,22
2019-12-03,NHS Ayrshire and Arran,72
2019-12-03,NHS Borders,14
2019-12-03,NHS Dumfries and Galloway,35
2019-12-03,NHS Fife,59
2019-12-03,NHS Forth Valley,32
2019-12-03,NHS Grampian,67
2019-12-03,NHS Greater Glasgow and Clyde,170
2019-12-03,NHS Highland,71
2019-12-03,NHS Lanarkshire,98
2019-12-03,NHS Lothian,124
2019-12-03,NHS Orkney,9
2019-12-03,NHS Shetland,13
2019-12-03,NHS Tayside,69
2019-12-03,NHS Western Isles,18
2019-12-04,NHS Ayrshire and Arran,41
2019-12-04,NHS Borders,20
2019-12-04,NHS Dumfries and Galloway,37
2019-12-04,NHS Fife,47
2019-12-04,NHS Forth Valley,47
2019-12-04,NHS Grampian,69
2019-12-04,NHS Greater Glasgow and Clyde,139
2019-12-04,NHS Highland,50
2019-12-04,NHS Lanarkshire,77
2019-12-04,NHS Lothian,114
2019-12-04,NHS Orkney,4
2019-12-04,NHS Shetland,7
2019-12-04,NHS Tayside,67
2019-12-04,NHS Western Isles,17
2019-12-05,NHS Ayrshire and Arran,55
2019-12-05,NHS Borders,37
2019-12-05,NHS Dumfries and Galloway,37
2019-12-05,NHS Fife,68
2019-12-05,NHS Forth Valley,46
2019-12-05,NHS Grampian,88
2019-12-05,NHS Greater Glasgow and Clyde,156
2019-12-05,NHS Highland,51
2019-12-05,NHS Lanarkshire,94
2019-12-05,NHS Lothian,128
2019-12-05,NHS Orkney,5
2019-12-05,NHS Shetland,10
2019-12-05,NHS Tayside,88
2019-12-05,NHS Western Isles,15
2019-12-06,NHS Ayrshire and Arran,67
2019-12-06,NHS Borders,18
2019-12-06,NHS Dumfries and Galloway,40
2019-12-06,NHS Fife,58
2019-12-06,NHS Forth Valley,47
2019-12-06,NHS Grampian,85
2019-12-06,NHS Greater Glasgow and Clyde,157
2019-12-06,NHS Highland,59
2019-12-06,NHS Lanarkshire,89
2019-12-06,NHS Lothian,129
2019-12-06,NHS Orkney,13
2019-12-06,NHS Shetland,10
2019-12-06,NHS Tayside,81
2019-12-06,NHS Western Isles,8
2019-12-07,NHS Ayrshire and Arran,50
2019-12-07,NHS Borders,22
2019-12-07,NHS Dumfries and Galloway,23
2019-12-07,NHS Fife,57
2019-12-07,NHS Forth Valley,43
2019-12-07,NHS Grampian,60
2019-12-07,NHS Greater Glasgow and Clyde,116
2019-12-07,NHS Highland,47
2019-12-07,NHS Lanarkshire,78
2019-12-07,NHS Lothian,90
2019-12-07,NHS Orkney,12
2019-12-07,NHS Shetland,6
2019-12-07,NHS Tayside,60
2019-12-07,NHS Western Isles,9
2019-12-08,NHS Ayrshire and Arran,42
2019-12-08,NHS Borders,22
2019-12-08,NHS Dumfries and Galloway,24
2019-12-08,NHS Fife,38
2019-12-08,NHS Forth Valley,45
2019-12-08,NHS Grampian,73
2019-12-08,NHS Greater Glasgow and Clyde,134
2019-12-08,NHS Highland,35
2019-12-08,NHS Lanarkshire,57
2019-12-08,NHS Lothian,103
2019-12-08,NHS Orkney,5
2019-12-08,NHS Shetland,8
2019-12-08,NHS Tayside,59
2019-12-08,NHS Western Isles,12
2019-12-09,NHS Ayrshire and Arran,77
2019-12-09,NHS Borders,25
2019-12-09,NHS Dumfries and Galloway,45
2019-12-09,NHS Fife,58
2019-12-09,NHS Forth Valley,60
2019-12-09,NHS Grampian,110
2019-12-09,NHS Greater Glasgow and Clyde,171
2019-12-09,NHS Highland,82
2019-12-09,NHS Lanarkshire,109
2019-12-09,NHS Lothian,166
2019-12-09,NHS Orkney,9
2019-12-09,NHS Shetland,11
2019-12-09,NHS Tayside,87
2019-12-09,NHS Western Isles,18
2019-12-10,NHS Ayrshire and Arran,55
2019-12-10,NHS Borders,29
2019-12-10,NHS Dumfries and Galloway,41
2019-12-10,NHS Fife,57
2019-12-10,NHS Forth Valley,34
2019-12-10,NHS Grampian,84
2019-12-10,NHS Greater Glasgow and Clyde,148
2019-12-10,NHS Highland,56
2019-12-10,NHS Lanarkshire,96
2019-12-10,NHS Lothian,147
2019-12-10,NHS Orkney,9
2019-12-10,NHS Shetland,14
2019-12-10,NHS Tayside,76
2019-12-10,NHS Western Isles,16
2019-12-11,NHS Ayrshire and Arran,58
2019-12-11,NHS Borders,19
2019-12-11,NHS Dumfries and Galloway,32
2019-12-11,NHS Fife,55
2019-12-11,NHS Forth Valley,42
2019-12-11,NHS Grampian,73
2019-12-11,NHS Greater Glasgow and Clyde,158
2019-12-11,NHS Highland,55
2019-12-11,NHS Lanarkshire,87
2019-12-11,NHS Lothian,133
2019-12-11,NHS Orkney,12
2019-12-11,NHS Shetland,11
2019-12-11,NHS Tayside,74
2019-12-11,NHS Western Isles,9
2019-12-12,NHS Ayrshire and Arran,51
2019-12-12,NHS Borders,24
2019-12-12,NHS Dumfries and Galloway,33
2019-12-12,NHS Fife,56
2019-12-12,NHS Forth Valley,46
2019-12-12,NHS Grampian,64
2019-12-12,NHS Greater Glasgow and Clyde,131
2019-12-12,NHS Highland,55
2019-12-12,NHS Lanarkshire,93
2019-12-12,NHS Lothian,115
2019-12-12,NHS Orkney,4
2019-12-12,NHS Shetland,7
2019-12-12,NHS Tayside,88
2019-12-12,NHS Western Isles,10
2019-12-13,NHS Ayrshire and Arran,63
2019-12-13,NHS Borders,20
2019-12-13,NHS Dumfries and Galloway,43
2019-12-13,NHS Fife,47
2019-12-13,NHS Forth Valley,52
2019-12-13,NHS Grampian,87
2019-12-13,NHS Greater Glasgow and Clyde,145
2019-12-13,NHS Highland,52
2019-12-13,NHS Lanarkshire,100
2019-12-13,NHS Lothian,113
2019-12-13,NHS Orkney,6
2019-12-13,NHS Shetland,6
2019-12-13,NHS Tayside,76
2019-12-13,NHS Western Isles,17
2019-12-14,NHS Ayrshire and Arran,39
2019-12-14,NHS Borders,23
2019-12-14,NHS Dumfries and Galloway,29
2019-12-14,NHS Fife,54
2019-12-14,NHS Forth Valley,49
2019-12-14,NHS Grampian,63
2019-12-14,NHS Greater Glasgow and Clyde,139
2019-12-14,NHS Highland,50
2019-12-14,NHS Lanarkshire,79
2019-12-14,NHS Lothian,120
2019-12-14,NHS Orkney,6
2019-12-14,NHS Shetland,7
2019-12-14,NHS Tayside,72
2019-12-14,NHS Western Isles,12
2019-12-15,NHS Ayrshire and Arran,47
2019-12-15,NHS Borders,17
2019-12-15,NHS Dumfries and Galloway,30
2019-12-15,NHS Fife,60
2019-12-15,NHS Forth Valley,36
2019-12-15,NHS Grampian,56
2019-12-15,NHS Greater Glasgow and Clyde,110
2019-12-15,NHS Highland,47
2019-12-15,NHS Lanarkshire,70
2019-12-15,NHS Lothian,92
2019-12-15,NHS Orkney,13
2019-12-15,NHS Shetland,20
2019-12-15,NHS Tayside,56
2019-12-15,NHS Western Isles,8
2019-12-16,NHS Ayrshire and Arran,86
2019-12-16,NHS Borders,17
2019-12-16,NHS Dumfries and Galloway,45
2019-12-16,NHS Fife,75
2019-12-16,NHS Forth Valley,69
2019-12-16,NHS Grampian,91
2019-12-16,NHS Greater Glasgow and Clyde,189
2019-12-16,NHS Highland,63
2019-12-16,NHS Lanarkshire,106
2019-12-16,NHS Lothian,142
2019-12-16,NHS Orkney,12
2019-12-16,NHS Shetland,8
2019-12-16,NHS Tayside,102
2019-12-16,NHS Western Isles,18
2019-12-17,NHS Ayrshire and Arran,64
2019-12-17,NHS Borders,18
2019-12-17,NHS Dumfries and Galloway,44
2019-12-17,NHS Fife,71
2019-12-17,NHS Forth Valley,64
2019-12-17,NHS Grampian,67
2019-12-17,NHS Greater Glasgow and Clyde,155
2019-12-17,NHS Highland,79
2019-12-17,NHS Lanarkshire,90
2019-12-17,NHS Lothian,111
2019-12-17,NHS Orkney,9
2019-12-17,NHS Shetland,8
2019-12-17,NHS Tayside,73
2019-12-17,NHS Western Isles,16
2019-12-18,NHS Ayrshire and Arran,51
2019-12-18,NHS Borders,26
2019-12-18,NHS Dumfries and Galloway,34
2019-12-18,NHS Fife,67
2019-12-18,NHS Forth Valley,41
2019-12-18,NHS Grampian,79
2019-12-18,NHS Greater Glasgow and Clyde,134
2019-12-18,NHS Highland,60
2019-12-18,NHS Lanarkshire,90
2019-12-18,NHS Lothian,111
2019-12-18,NHS Orkney,6
2019-12-18,NHS Shetland,3
2019-12-18,NHS Tayside,67
2019-12-18,NHS Western Isles,12
2019-12-19,NHS Ayrshire and Arran,64
2019-12-19,NHS Borders,25
2019-12-19,NHS Dumfries and Galloway,31
2019-12-19,NHS Fife,62
2019-12-19,NHS Forth Valley,42
2019-12-19,NHS Grampian,70
2019-12-19,NHS Greater Glasgow and Clyde,153
2019-12-19,NHS Highland,54
2019-12-19,NHS Lanarkshire,78
2019-12-19,NHS Lothian,102
2019-12-19,NHS Orkney,6
2019-12-19,NHS Shetland,8
2019-12-19,NHS Tayside,79
2019-12-19,NHS Western Isles,11
2019-12-20,NHS Ayrshire and Arran,68
2019-12-20,NHS Borders,33
2019-12-20,NHS Dumfries and Galloway,41
2019-12-20,NHS Fife,75
2019-12-20,NHS Forth Valley,44
2019-12-20,NHS Grampian,75
2019-12-20,NHS Greater Glasgow and Clyde,169
2019-12-20,NHS Highland,54
2019-12-20,NHS Lanarkshire,82
2019-12-20,NHS Lothian,130
2019-12-20,NHS Orkney,11
2019-12-20,NHS Shetland,13
2019-12-20,NHS Tayside,71
2019-12-20,NHS Western Isles,5
2019-12-21,NHS Ayrshire and Arran,61
2019-12-21,NHS Borders,12
2019-12-21,NHS Dumfries and Galloway,42
2019-12-21,NHS Fife,42
2019-12-21,NHS Forth Valley,29
2019-12-21,NHS Grampian,61
2019-12-21,NHS Greater Glasgow and Clyde,140
2019-12-21,NHS Highland,40
2019-12-21,NHS Lanarkshire,79
2019-12-21,NHS Lothian,112
2019-12-21,NHS Orkney,6
2019-12-21,NHS Shetland,6
2019-12-21,NHS Tayside,56
2019-12-21,NHS Western Isles,13
2019-12-22,NHS Ayrshire and Arran,44
2019-12-22,NHS Borders,20
2019-12-22,NHS Dumfries and Galloway,30
2019-12-22,NHS Fife,56
2019-12-22,NHS Forth Valley,44
2019-12-22,NHS Grampian,68
2019-12-22,NHS Greater Glasgow and Clyde,106
2019-12-22,NHS Highland,36
2019-12-22,NHS Lanarkshire,62
2019-12-22,NHS Lothian,94
2019-12-22,NHS Orkney,5
2019-12-22,NHS Shetland,7
2019-12-22,NHS Tayside,61
2019-12-22,NHS Western Isles,10
2019-12-23,NHS Ayrshire and Arran,63
2019-12-23,NHS Borders,24
2019-12-23,NHS Dumfries and Galloway,37
2019-12-23,NHS Fife,79
2019-12-23,NHS Forth Valley,62
2019-12-23,NHS Grampian,100
2019-12-23,NHS Greater Glasgow and Clyde,180
2019-12-23,NHS Highland,75
2019-12-23,NHS Lanarkshire,106
2019-12-23,NHS Lothian,161
2019-12-23,NHS Orkney,8
2019-12-23,NHS Shetland,14
2019-12-23,NHS Tayside,80
2019-12-23,NHS Western Isles,10
2019-12-24,NHS Ayrshire and Arran,58
2019-12-24,NHS Borders,24
2019-12-24,NHS Dumfries and Galloway,33
2019-12-24,NHS Fife,72
2019-12-24,NHS Forth Valley,49
2019-12-24,NHS Grampian,79
2019-12-24,NHS Greater Glasgow and Clyde,141
2019-12-24,NHS Highland,68
2019-12-24,NHS Lanarkshire,100
2019-12-24,NHS Lothian,126
2019-12-24,NHS Orkney,9
2019-12-24,NHS Shetland,12
2019-12-24,NHS Tayside,72
2019-12-24,NHS Western Isles,7
2019-12-25,NHS Ayrshire and Arran,72
2019-12-25,NHS Borders,18
2019-12-25,NHS Dumfries and Galloway,34
2019-12-25,NHS Fife,57
2019-12-25,NHS Forth Valley,49
2019-12-25,NHS Grampian,70
2019-12-25,NHS Greater Glasgow and Clyde,152
2019-12-25,NHS Highland,59
2019-12-25,NHS Lanarkshire,83
2019-12-25,NHS Lothian,120
2019-12-25,NHS Orkney,7
2019-12-25,NHS Shetland,10
2019-12-25,NHS Tayside,60
2019-12-25,NHS Western Isles,13
2019-12-26,NHS Ayrshire and Arran,60
2019-12-26,NHS Borders,22
2019-12-26,NHS Dumfries and Galloway,31
2019-12-26,NHS Fife,59
2019-12-26,NHS Forth Valley,45
2019-12-26,NHS Grampian,75
2019-12-26,NHS Greater Glasgow and Clyde,149
2019-12-26,NHS Highland,50
2019-12-26,NHS Lanarkshire,79
2019-12-26,NHS Lothian,145
2019-12-26,NHS Orkney,9
2019-12-26,NHS Shetland,8
2019-12-26,NHS Tayside,87
2019-12-26,NHS Western Isles,18
2019-12-27,NHS Ayrshire and Arran,59
2019-12-27,NHS Borders,25
2019-12-27,NHS Dumfries and Galloway,41
2019-12-27,NHS Fife,74
2019-12-27,NHS Forth Valley,40
2019-12-27,NHS Grampian,75
2019-12-27,NHS Greater Glasgow and Clyde,151
2019-12-27,NHS Highland,59
2019-12-27,NHS Lanarkshire,79
2019-12-27,NHS Lothian,113
2019-12-27,NHS Orkney,10
2019-12-27,NHS Shetland,9
2019-12-27,NHS Tayside,72
2019-12-27,NHS Western Isles,19
2019-12-28,NHS Ayrshire and Arran,49
2019-12-28,NHS Borders,34
2019-12-28,NHS Dumfries and Galloway,35
2019-12-28,NHS Fife,41
2019-12-28,NHS Forth Valley,41
2019-12-28,NHS Grampian,80
2019-12-28,NHS Greater Glasgow and Clyde,120
2019-12-28,NHS Highland,39
2019-12-28,NHS Lanarkshire,74
2019-12-28,NHS Lothian,97
2019-12-28,NHS Orkney,7
2019-12-28,NHS Shetland,4
2019-12-28,NHS Tayside,70
2019-12-28,NHS Western Isles,7
2019-12-29,NHS Ayrshire and Arran,40
2019-12-29,NHS Borders,18
2019-12-29,NHS Dumfries and Galloway,32
2019-12-29,NHS Fife,48
2019-12-29,NHS Forth Valley,32
2019-12-29,NHS Grampian,66
2019-12-29,NHS Greater Glasgow and Clyde,127
2019-12-29,NHS Highland,36
2019-12-29,NHS Lanarkshire,74
2019-12-29,NHS Lothian,91
2019-12-29,NHS Orkney,6
2019-12-29,NHS Shetland,6
2019-12-29,NHS Tayside,45
2019-12-29,NHS Western Isles,13
2019-12-30,NHS Ayrshire and Arran,78
2019-12-30,NHS Borders,36
2019-12-30,NHS Dumfries and Galloway,45
2019-12-30,NHS Fife,73
2019-12-30,NHS Forth Valley,57
2019-12-30,NHS Grampian,105
2019-12-30,NHS Greater Glasgow and Clyde,178
2019-12-30,NHS Highland,55
2019-12-30,NHS Lanarkshire,110
2019-12-30,NHS Lothian,135
2019-12-30,NHS Orkney,11
2019-12-30,NHS Shetland,15
2019-12-30,NHS Tayside,107
2019-12-30,NHS Western Isles,6
2019-12-31,NHS Ayrshire and Arran,54
2019-12-31,NHS Borders,27
2019-12-31,NHS Dumfries and Galloway,27
2019-12-31,NHS Fife,69
2019-12-31,NHS Forth Valley,43
2019-12-31,NHS Grampian,85
2019-12-31,NHS Greater Glasgow and Clyde,132
2019-12-31,NHS Highland,71
2019-12-31,NHS Lanarkshire,111
2019-12-31,NHS Lothian,115
2019-12-31,NHS Orkney,4
2019-12-31,NHS Shetland,8
2019-12-31,NHS Tayside,66
2019-12-31,NHS Western Isles,20
2020-01-01,NHS Ayrshire and Arran,61
2020-01-01,NHS Borders,28
2020-01-01,NHS Dumfries and Galloway,36
2020-01-01,NHS Fife,73
2020-01-01,NHS Forth Valley,65
2020-01-01,NHS Grampian,97
2020-01-01,NHS Greater Glasgow and Clyde,163
2020-01-01,NHS Highland,58
2020-01-01,NHS Lanarkshire,90
2020-01-01,NHS Lothian,144
2020-01-01,NHS Orkney,15
2020-01-01,NHS Shetland,7
2020-01-01,NHS Tayside,104
2020-01-01,NHS Western Isles,20
2020-01-02,NHS Ayrshire and Arran,82
2020-01-02,NHS Borders,29
2020-01-02,NHS Dumfries and Galloway,41
2020-01-02,NHS Fife,77
2020-01-02,NHS Forth Valley,58
2020-01-02,NHS Grampian,86
2020-01-02,NHS Greater Glasgow and Clyde,166
2020-01-02,NHS Highland,78
2020-01-02,NHS Lanarkshire,105
2020-01-02,NHS Lothian,150
2020-01-02,NHS Orkney,8
2020-01-02,NHS Shetland,12
2020-01-02,NHS Tayside,91
2020-01-02,NHS Western Isles,18
2020-01-03,NHS Ayrshire and Arran,72
2020-01-03,NHS Borders,31
2020-01-03,NHS Dumfries and Galloway,44
2020-01-03,NHS Fife,93
2020-01-03,NHS Forth Valley,53
2020-01-03,NHS Grampian,98
2020-01-03,NHS Greater Glasgow and Clyde,203
2020-01-03,NHS Highland,73
2020-01-03,NHS Lanarkshire,130
2020-01-03,NHS Lothian,177
2020-01-03,NHS Orkney,12
2020-01-03,NHS Shetland,9
2020-01-03,NHS Tayside,95
2020-01-03,NHS Western Isles,13
2020-01-04,NHS Ayrshire and Arran,77
2020-01-04,NHS Borders,26
2020-01-04,NHS Dumfries and Galloway,48
2020-01-04,NHS Fife,82
2020-01-04,NHS Forth Valley,59
2020-01-04,NHS Grampian,90
2020-01-04,NHS Greater Glasgow and Clyde,164
2020-01-04,NHS Highland,60
2020-01-04,NHS Lanarkshire,98
2020-01-04,NHS Lothian,132
2020-01-04,NHS Orkney,10
2020-01-04,NHS Shetland,15
2020-01-04,NHS Tayside,91
2020-01-04,NHS Western Isles,11
2020-01-05,NHS Ayrshire and Arran,61
2020-01-05,NHS Borders,32
2020-01-05,NHS Dumfries and Galloway,34
2020-01-05,NHS Fife,61
2020-01-05,NHS Forth Valley,54
2020-01-05,NHS Grampian,70
2020-01-05,NHS Greater Glasgow and Clyde,155
2020-01-05,NHS Highland,67
2020-01-05,NHS Lanarkshire,106
2020-01-05,NHS Lothian,115
2020-01-05,NHS Orkney,10
2020-01-05,NHS Shetland,8
2020-01-05,NHS Tayside,70
2020-01-05,NHS Western Isles,15
2020-01-06,NHS Ayrshire and Arran,101
2020-01-06,NHS Borders,36
2020-01-06,NHS Dumfries and Galloway,54
2020-01-06,NHS Fife,102
2020-01-06,NHS Forth Valley,62
2020-01-06,NHS Grampian,136
2020-01-06,NHS Greater Glasgow and Clyde,258
2020-01-06,NHS Highland,88
2020-01-06,NHS Lanarkshire,154
2020-01-06,NHS Lothian,203
2020-01-06,NHS Orkney,20
2020-01-06,NHS Shetland,13
2020-01-06,NHS Tayside,128
2020-01-06,NHS Western Isles,18
2020-01-07,NHS Ayrshire and Arran,81
2020-01-07,NHS Borders,34
2020-01-07,NHS Dumfries and Galloway,49
2020-01-07,NHS Fife,86
2020-01-07,NHS Forth Valley,64
2020-01-07,NHS Grampian,100
2020-01-07,NHS Greater Glasgow and Clyde,193
2020-01-07,NHS Highland,76
2020-01-07,NHS Lanarkshire,128
2020-01-07,NHS Lothian,165
2020-01-07,NHS Orkney,10
2020-01-07,NHS Shetland,23
2020-01-07,NHS Tayside,118
2020-01-07,NHS Western Isles,10
2020-01-08,NHS Ayrshire and Arran,71
2020-01-08,NHS Borders,41
2020-01-08,NHS Dumfries and Galloway,45
2020-01-08,NHS Fife,66
2020-01-08,NHS Forth Valley,65
2020-01-08,NHS Grampian,103
2020-01-08,NHS Greater Glasgow and Clyde,177
2020-01-08,NHS Highland,62
2020-01-08,NHS Lanarkshire,114
2020-01-08,NHS Lothian,126
2020-01-08,NHS Orkney,11
2020-01-08,NHS Shetland,8
2020-01-08,NHS Tayside,95
2020-01-08,NHS Western Isles,14
2020-01-09,NHS Ayrshire and Arran,76
2020-01-09,NHS Borders,25
2020-01-09,NHS Dumfries and Galloway,44
2020-01-09,NHS Fife,76
2020-01-09,NHS Forth Valley,49
2020-01-09,NHS Grampian,101
2020-01-09,NHS Greater Glasgow and Clyde,170
2020-01-09,NHS Highland,67
2020-01-09,NHS Lanarkshire,114
2020-01-09,NHS Lothian,154
2020-01-09,NHS Orkney,8
2020-01-09,NHS Shetland,8
2020-01-09,NHS Tayside,94
2020-01-09,NHS Western Isles,19
2020-01-10,NHS Ayrshire and Arran,80
2020-01-10,NHS Borders,37
2020-01-10,NHS Dumfries and Galloway,45
2020-01-10,NHS Fife,83
2020-01-10,NHS Forth Valley,84
2020-01-10,NHS Grampian,113
2020-01-10,NHS Greater Glasgow and Clyde,208
2020-01-10,NHS Highland,78
2020-01-10,NHS Lanarkshire,110
2020-01-10,NHS Lothian,163
2020-01-10,NHS Orkney,19
2020-01-10,NHS Shetland,14
2020-01-10,NHS Tayside,94
2020-01-10,NHS Western Isles,19
2020-01-11,NHS Ayrshire and Arran,65
2020-01-11,NHS Borders,26
2020-01-11,NHS Dumfries and Galloway,29
2020-01-11,NHS Fife,62
2020-01-11,NHS Forth Valley,49
2020-01-11,NHS Grampian,75
2020-01-11,NHS Greater Glasgow and Clyde,171
2020-01-11,NHS Highland,52
2020-01-11,NHS Lanarkshire,99
2020-01-11,NHS Lothian,137
2020-01-11,NHS Orkney,7
2020-01-11,NHS Shetland,9
2020-01-11,NHS Tayside,79
2020-01-11,NHS Western Isles,14
2020-01-12,NHS Ayrshire and Arran,58
2020-01-12,NHS Borders,23
2020-01-12,NHS Dumfries and Galloway,38
2020-01-12,NHS Fife,62
2020-01-12,NHS Forth Valley,39
2020-01-12,NHS Grampian,78
2020-01-12,NHS Greater Glasgow and Clyde,159
2020-01-12,NHS Highland,54
2020-01-12,NHS Lanarkshire,74
2020-01-12,NHS Lothian,146
2020-01-12,NHS Orkney,7
2020-01-12,NHS Shetland,8
2020-01-12,NHS Tayside,78
2020-01-12,NHS Western Isles,7
2020-01-13,NHS Ayrshire and Arran,81
2020-01-13,NHS Borders,31
2020-01-13,NHS Dumfries and Galloway,62
2020-01-13,NHS Fife,103
2020-01-13,NHS Forth Valley,64
2020-01-13,NHS Grampian,138
2020-01-13,NHS Greater Glasgow and Clyde,228
2020-01-13,NHS Highland,95
2020-01-13,NHS Lanarkshire,151
2020-01-13,NHS Lothian,193
2020-01-13,NHS Orkney,18
2020-01-13,NHS Shetland,12
2020-01-13,NHS Tayside,127
2020-01-13,NHS Western Isles,15
2020-01-14,NHS Ayrshire and Arran,83
2020-01-14,NHS Borders,36
2020-01-14,NHS Dumfries and Galloway,59
2020-01-14,NHS Fife,85
2020-01-14,NHS Forth Valley,70
2020-01-14,NHS Grampian,126
2020-01-14,NHS Greater Glasgow and Clyde,196
2020-01-14,NHS Highland,67
2020-01-14,NHS Lanarkshire,138
2020-01-14,NHS Lothian,152
2020-01-14,NHS Orkney,9
2020-01-14,NHS Shetland,13
2020-01-14,NHS Tayside,95
2020-01-14,NHS Western Isles,13
2020-01-15,NHS Ayrshire and Arran,63
2020-01-15,NHS Borders,25
2020-01-15,NHS Dumfries and Galloway,29
2020-01-15,NHS Fife,73
2020-01-15,NHS Forth Valley,66
2020-01-15,NHS Grampian,101
2020-01-15,NHS Greater Glasgow and Clyde,161
2020-01-15,NHS Highland,58
2020-01-15,NHS Lanarkshire,103
2020-01-15,NHS Lothian,144
2020-01-15,NHS Orkney,11
2020-01-15,NHS Shetland,10
2020-01-15,NHS Tayside,105
2020-01-15,NHS Western Isles,15
2020-01-16,NHS Ayrshire and Arran,77
2020-01-16,NHS Borders,34
2020-01-16,NHS Dumfries and Galloway,58
2020-01-16,NHS Fife,70
2020-01-16,NHS Forth Valley,44
2020-01-16,NHS Grampian,95
2020-01-16,NHS Greater Glasgow and Clyde,175
